"扫描序号","扫描仪号","批次号","kh","xz1","xz2","xz3","xz4","xz5","xz6","xz7","xz8","xz9","xz10","xz11","xz12","xz13","xz14","xz15","xz16","xz17","xz18","xz19","xz20","xz21","xz22","xz23","xz24","xz25","xz26","xz27","xz28","xz29","xz30","xz31","xz32","xz33","xz34","xz35","xz36","xz37","xz38","xz39","xz40","p1"
000082,1,1048634,"200219","A","C","A","D","C","C","B","D","C","C","B","C","C","B","C","A","D","A","B","B","B","C","A","C","D","B","D","A","A","D","C","A","C","C","A","C","A","C","D","C","\C_IMAGES\200219_00_1_p1.TIF"
000083,1,1048634,"200220","A","A","C","D","C","C","B","D","C","C","B","C","C","B","D","C","D","C","B","B","B","C","A","C","D","B","A","A","A","D","B","B","C","B","B","D","C","C","D","C","\C_IMAGES\200220_00_1_p1.TIF"
000084,1,1048634,"200221","A","A","C","D","C","C","B","D","C","C","B","C","C","B","D","B","D","C","B","B","B","C","A","C","D","B","A","A","A","D","B","B","C","C","B","D","C","C","D","C","\C_IMAGES\200221_00_1_p1.TIF"
000085,1,1048634,"200222","A","A","D","A","C","B","B","D","C","C","A","C","C","D","D","A","D","C","B","B","B","C","C","C","D","B","D","C","D","D","B","A","C","C","B","B","A","C","D","C","\C_IMAGES\200222_00_1_p1.TIF"
000086,1,1048634,"200223","A","A","C","D","C","C","B","D","C","C","A","C","C","B","A","A","D","C","C","B","A","C","A","D","D","A","C","A","B","D","B","A","C","B","C","B","C","C","C","C","\C_IMAGES\200223_00_1_p1.TIF"
000087,1,1048634,"200225","A","A","C","D","A","D","B","D","C","B","B","C","C","B","B","A","D","C","B","B","B","C","A","C","D","D","A","A","B","B","C","A","C","B","D","C","C","C","B","A","\C_IMAGES\200225_00_1_p1.TIF"
000088,1,1048634,"200226","A","A","C","D","C","D","B","D","C","B","B","C","C","B","B","A","D","C","B","B","B","C","A","C","D","C","A","A","B","B","D","A","C","B","D","C","C","C","B","A","\C_IMAGES\200226_00_1_p1.TIF"
000089,1,1048634,"200227","A","A","C","D","C","C","B","D","C","C","B","C","C","A","D","C","D","C","B","B","B","C","A","C","D","B","A","A","C","D","B","B","D","A","B","B","D","B","D","A","\C_IMAGES\200227_00_1_p1.TIF"
000090,1,1048634,"200228","A","C","C","D","D","C","B","D","C","A","C","C","C","B","D","A","A","C","B","B","C","C","A","D","D","B","C","A","B","D","B","A","C","A","A","B","D","C","D","C","\C_IMAGES\200228_00_1_p1.TIF"
000091,1,1048634,"200229","A","A","C","D","C","C","B","D","C","D","B","C","C","B","B","C","D","C","B","B","A","C","A","A","D","B","B","A","A","D","D","A","C","D","B","B","D","D","B","C","\C_IMAGES\200229_00_1_p1.TIF"
000092,1,1048634,"200230","A","A","D","A","D","B","D","D","C","B","D","B","C","A","B","C","D","C","D","B","B","C","C","B","B","C","C","B","D","B","C","A","B","B","A","B","A","D","B","B","\C_IMAGES\200230_00_1_p1.TIF"
000093,1,1048634,"200231","B","A","A","","","C","A","D","D","B","A","C","B","D","D","B","D","D","A","C","C","B","C","A","C","B","B","A","A","D","D","A","B","B","B","C","C","C","A","B","\C_IMAGES\200231_00_1_p1.TIF"
000094,1,1048634,"200232","A","D","A","D","A","C","B","D","C","C","B","C","C","D","B","A","D","C","A","B","A","C","A","A","D","B","B","C","D","D","B","A","C","C","A","D","B","C","B","B","\C_IMAGES\200232_00_1_p1.TIF"
000095,1,1048634,"200233","A","A","C","D","C","C","B","D","C","C","A","C","D","B","D","A","D","C","B","B","A","C","A","A","D","B","D","C","B","D","B","A","C","D","D","B","C","C","D","C","\C_IMAGES\200233_00_1_p1.TIF"
000096,1,1048634,"200234","A","B","A","A","C","B","B","D","C","C","A","B","C","B","B","C","A","C","B","B","C","C","A","A","D","A","B","A","B","D","B","A","C","B","B","C","C","D","D","C","\C_IMAGES\200234_00_1_p1.TIF"
000097,1,1048634,"200235","A","A","C","D","C","B","B","D","C","C","D","A","C","D","D","A","A","A","B","B","C","C","A","C","D","B","A","A","B","D","B","D","C","B","D","B","D","B","D","A","\C_IMAGES\200235_00_1_p1.TIF"
000098,1,1048634,"200236","A","A","A","D","A","C","B","D","C","C","C","C","A","B","B","C","A","A","B","B","B","C","A","C","D","B","B","A","B","D","D","A","C","C","B","B","C","C","D","C","\C_IMAGES\200236_00_1_p1.TIF"
000099,1,1048634,"200237","A","B","D","A","A","C","B","D","C","C","B","C","C","B","D","A","D","C","B","B","B","A","D","C","D","C","D","A","B","D","C","A","B","D","B","A","C","C","D","B","\C_IMAGES\200237_00_1_p1.TIF"
000100,1,1048634,"200238","A","C","C","A","C","B","B","D","C","C","A","C","B","D","D","A","D","B","B","B","B","D","A","C","D","B","B","A","A","D","D","C","C","C","D","A","A","C","D","C","\C_IMAGES\200238_00_1_p1.TIF"
000101,1,1048634,"200239","A","D","A","D","A","C","B","D","C","C","B","C","C","D","B","A","D","C","A","B","A","C","A","A","D","B","B","B","D","A","B","A","C","C","A","D","B","C","B","B","\C_IMAGES\200239_00_1_p1.TIF"
000102,1,1048634,"200240","A","D","C","D","C","C","B","D","A","C","A","C","D","B","D","A","D","C","B","B","A","C","A","A","D","B","D","C","B","D","B","A","C","D","D","C","A","C","D","C","\C_IMAGES\200240_00_1_p1.TIF"
000103,1,1048634,"200241","A","B","A","C","C","B","B","D","C","A","B","C","C","B","B","C","A","C","D","B","C","A","A","D","C","A","C","A","B","D","D","A","C","B","B","B","C","D","D","A","\C_IMAGES\200241_00_1_p1.TIF"
000104,1,1048634,"200242","A","B","C","A","D","C","B","D","C","C","A","C","C","A","D","A","D","A","B","B","B","B","A","A","D","B","A","A","A","D","C","A","C","C","D","B","C","C","B","B","\C_IMAGES\200242_00_1_p1.TIF"
000105,1,1048634,"200243","D","A","B","A","D","B","B","D","C","C","C","C","C","D","B","A","D","A","A","B","A","D","A","C","D","B","D","A","B","D","D","A","C","D","C","B","B","B","D","B","\C_IMAGES\200243_00_1_p1.TIF"
000106,1,1048634,"200244","A","C","D","B","D","B","B","D","C","C","B","C","C","D","D","A","D","C","B","B","C","C","D","D","D","B","D","A","A","C","C","A","C","B","A","D","C","C","D","C","\C_IMAGES\200244_00_1_p1.TIF"
000107,1,1048634,"200245","A","B","D","C","D","D","D","D","C","C","B","C","C","B","D","C","A","A","B","B","B","D","D","C","D","B","A","D","B","D","C","C","C","B","D","C","D","B","D","B","\C_IMAGES\200245_00_1_p1.TIF"
000108,1,1048634,"200246","A","A","A","D","C","D","B","D","C","D","B","C","A","D","D","A","C","B","B","A","C","D","A","C","D","B","A","D","B","D","D","A","C","D","B","C","C","C","B","B","\C_IMAGES\200246_00_1_p1.TIF"
000109,1,1048634,"200247","A","D","A","C","C","B","B","D","C","C","B","C","C","C","D","C","C","C","A","B","B","D","A","B","D","A","A","A","B","D","B","B","C","C","B","A","D","D","C","B","\C_IMAGES\200247_00_1_p1.TIF"
000254,1,1048830,"200248","D","C","D","A","D","C","C","C","C","D","C","A","A","B","A","C","C","C","B","B","C","B","D","C","D","C","D","A","A","D","D","A","C","A","D","B","B","C","B","B","\C_IMAGES\200248_00_1_p1.TIF"
000255,1,1048830,"200249","D","B","D","C","C","D","B","D","C","A","A","C","C","A","B","C","C","A","B","B","B","B","C","C","A","B","C","A","B","D","B","A","C","C","B","D","D","A","A","C","\C_IMAGES\200249_00_1_p1.TIF"
000256,1,1048830,"200250","A","C","D","B","D","B","B","D","C","C","B","C","C","D","D","A","D","C","B","B","B","C","C","B","C","B","D","B","C","C","C","A","C","B","A","D","C","C","D","C","\C_IMAGES\200250_00_1_p1.TIF"
000257,1,1048830,"200251","A","C","D","B","D","B","B","D","C","C","B","C","C","D","D","A","D","C","B","B","C","C","D","D","D","B","D","A","A","C","C","A","C","B","A","D","C","C","D","C","\C_IMAGES\200251_00_1_p1.TIF"
000258,1,1048830,"200252","A","C","D","A","B","B","B","D","C","C","B","C","C","D","D","C","D","C","A","B","B","D","A","C","D","B","C","A","B","D","B","A","B","B","C","C","C","B","A","B","\C_IMAGES\200252_00_1_p1.TIF"
000259,1,1048830,"200253","A","D","A","A","A","B","B","D","D","C","B","C","C","B","B","C","D","D","B","C","A","B","A","C","D","A","D","C","B","D","C","C","C","D","D","C","C","B","B","A","\C_IMAGES\200253_00_1_p1.TIF"
000260,1,1048830,"200254","B","B","C","C","B","C","B","D","C","D","B","A","B","D","D","C","C","C","B","D","C","C","A","C","B","C","D","B","C","B","C","B","B","C","D","B","C","B","D","B","\C_IMAGES\200254_00_1_p1.TIF"
000128,1,1048686,"200255","A","D","D","A","A","C","D","D","C","C","B","C","C","B","D","C","D","C","B","D","B","C","A","C","D","C","A","C","B","D","D","A","C","A","B","D","D","C","D","C","\C_IMAGES\200255_00_1_p1.TIF"
000129,1,1048686,"200256","A","D","D","A","A","C","D","D","C","D","B","C","C","B","D","C","D","C","B","B","B","C","A","C","D","C","A","C","B","D","B","C","C","D","A","C","B","C","B","C","\C_IMAGES\200256_00_1_p1.TIF"
000130,1,1048686,"200257","A","D","D","A","A","C","D","D","C","C","B","C","C","B","D","C","D","C","B","B","B","C","A","C","D","C","A","C","B","D","B","C","C","D","A","C","B","B","B","C","\C_IMAGES\200257_00_1_p1.TIF"
000131,1,1048686,"200258","A","D","D","A","C","B","B","D","C","C","A","C","C","B","B","C","C","A","B","B","A","B","A","D","B","C","C","C","D","A","B","A","C","C","D","C","B","C","D","C","\C_IMAGES\200258_00_1_p1.TIF"
000132,1,1048686,"200259","A","A","C","A","D","C","B","D","C","C","A","C","C","B","B","A","D","A","B","B","A","D","A","C","D","A","C","A","B","D","C","A","C","C","B","C","B","C","D","C","\C_IMAGES\200259_00_1_p1.TIF"
000133,1,1048686,"200260","A","A","D","A","C","B","B","D","C","C","A","C","B","D","D","C","C","A","B","B","B","B","A","D","D","B","C","C","B","D","A","A","C","C","C","B","D","C","B","C","\C_IMAGES\200260_00_1_p1.TIF"
000134,1,1048686,"200261","A","A","C","D","C","B","B","D","C","C","A","C","C","B","D","A","D","B","B","B","A","C","A","B","D","B","D","A","B","D","B","A","C","C","A","B","A","C","B","C","\C_IMAGES\200261_00_1_p1.TIF"
000135,1,1048686,"200262","","A","D","","D","C","","D","C","C","C","C","C","C","","A","D","C","B","B","A","C","A","B","D","B","C","D","B","D","B","A","C","C","A","B","A","C","B","C","\C_IMAGES\200262_00_1_p1.TIF"
000136,1,1048686,"200263","A","A","A","A","A","B","B","D","C","C","D","C","C","B","B","A","D","C","B","B","A","B","A","D","D","B","C","A","B","D","B","A","B","C","B","B","D","C","B","C","\C_IMAGES\200263_00_1_p1.TIF"
000137,1,1048686,"200264","A","D","D","C","A","C","B","D","A","C","C","C","C","D","C","C","A","D","B","D","B","D","B","D","A","C","D","C","B","D","C","B","B","D","A","A","A","C","B","D","\C_IMAGES\200264_00_1_p1.TIF"
000138,1,1048686,"200266","A","D","D","C","D","C","B","D","C","D","B","C","A","B","B","C","A","D","B","B","C","C","D","C","C","A","D","A","A","D","B","A","C","B","A","C","D","D","C","C","\C_IMAGES\200266_00_1_p1.TIF"
000139,1,1048686,"200267","A","A","D","A","C","B","B","D","C","C","C","A","B","D","D","C","C","A","B","B","B","B","A","C","D","A","C","C","B","D","A","A","C","C","C","C","D","C","B","C","\C_IMAGES\200267_00_1_p1.TIF"
000140,1,1048686,"200268","A","A","C","D","C","C","B","D","C","C","C","C","C","B","D","A","C","C","B","B","A","A","A","C","D","B","D","A","B","D","D","A","C","C","B","C","D","D","D","C","\C_IMAGES\200268_00_1_p1.TIF"
000141,1,1048686,"200269","A","A","D","C","C","B","B","D","C","C","A","C","C","B","D","C","D","A","B","B","B","D","D","C","D","A","A","C","B","D","C","A","C","C","B","A","A","C","D","C","\C_IMAGES\200269_00_1_p1.TIF"
000142,1,1048686,"200270","A","A","A","D","C","C","B","D","B","C","C","C","C","B","D","A","D","C","B","B","C","C","A","A","D","B","C","D","B","D","D","A","C","A","B","B","C","D","B","C","\C_IMAGES\200270_00_1_p1.TIF"
000143,1,1048686,"200271","A","A","D","D","D","C","B","D","C","C","A","C","C","B","D","C","A","C","B","D","B","D","A","C","D","A","B","A","B","D","D","A","B","C","D","B","D","D","D","C","\C_IMAGES\200271_00_1_p1.TIF"
000144,1,1048686,"200272","A","C","D","A","C","C","D","D","C","C","D","D","C","D","D","C","D","D","B","B","B","C","A","C","B","C","D","A","B","D","C","A","D","C","D","C","D","B","C","B","\C_IMAGES\200272_00_1_p1.TIF"
000145,1,1048686,"200273","A","A","A","A","D","C","C","D","C","C","B","A","B","B","B","C","D","D","A","B","B","D","A","D","D","D","B","A","D","D","C","B","C","A","C","D","B","C","A","C","\C_IMAGES\200273_00_1_p1.TIF"
000146,1,1048686,"200274","A","A","C","D","C","C","B","D","C","C","A","C","C","B","D","A","D","C","B","B","A","C","A","C","D","B","D","D","A","D","D","A","A","D","B","B","D","C","D","C","\C_IMAGES\200274_00_1_p1.TIF"
000147,1,1048686,"200275","A","A","D","C","C","C","B","D","D","C","D","C","C","B","D","C","D","D","B","B","A","C","A","D","B","B","A","A","B","C","C","A","B","B","A","C","B","C","B","C","\C_IMAGES\200275_00_1_p1.TIF"
000148,1,1048686,"200276","A","B","C","D","C","C","B","D","C","C","C","C","C","B","D","C","D","C","B","B","A","B","A","B","D","B","D","C","B","D","D","A","B","D","B","C","A","D","B","C","\C_IMAGES\200276_00_1_p1.TIF"
000149,1,1048686,"200277","A","A","C","D","C","C","B","D","C","C","B","C","D","B","D","A","D","C","B","B","C","C","A","D","D","C","C","A","B","D","B","A","B","A","A","C","D","C","C","C","\C_IMAGES\200277_00_1_p1.TIF"
000150,1,1048686,"200278","B","A","D","C","D","C","B","D","B","D","C","C","C","C","B","A","D","B","A","D","C","C","A","D","D","C","D","D","B","D","D","A","C","A","B","B","C","B","D","C","\C_IMAGES\200278_00_1_p1.TIF"
000151,1,1048686,"200279","A","A","D","D","D","C","B","D","C","C","A","C","C","B","D","C","A","C","B","D","C","D","A","C","D","A","B","A","B","D","D","B","B","C","D","A","D","D","D","C","\C_IMAGES\200279_00_1_p1.TIF"
000152,1,1048686,"200280","A","A","A","A","D","B","B","D","C","C","B","C","B","D","B","C","D","D","A","B","B","D","A","D","D","A","D","A","A","D","C","A","C","A","C","D","C","C","A","C","\C_IMAGES\200280_00_1_p1.TIF"
000153,1,1048686,"200281","A","B","D","C","D","C","B","D","B","A","A","C","C","B","D","C","C","D","B","B","B","A","D","D","D","B","D","A","B","C","D","A","B","C","B","B","B","D","D","C","\C_IMAGES\200281_00_1_p1.TIF"
000154,1,1048686,"200282","D","A","D","D","D","C","D","D","B","D","C","C","C","C","B","A","D","C","B","C","B","C","D","C","C","B","C","A","B","C","C","B","B","A","D","A","A","C","C","B","\C_IMAGES\200282_00_1_p1.TIF"
000155,1,1048686,"200283","C","A","D","A","D","C","B","D","C","C","B","C","C","C","B","C","A","D","B","D","B","D","D","B","C","B","A","A","A","D","C","A","C","C","D","B","A","C","B","A","\C_IMAGES\200283_00_1_p1.TIF"
000156,1,1048686,"200284","A","A","C","D","C","C","B","D","C","C","C","C","C","B","D","A","C","A","B","B","A","A","A","C","D","B","C","A","B","D","D","A","C","C","B","C","D","D","D","C","\C_IMAGES\200284_00_1_p1.TIF"
000157,1,1048686,"200285","A","B","A","D","C","C","B","A","C","C","C","C","B","B","D","C","D","C","B","B","A","A","A","C","D","B","C","","B","D","D","A","C","C","B","C","B","D","D","C","\C_IMAGES\200285_00_1_p1.TIF"
000158,1,1048686,"200286","A","B","C","D","C","C","B","B","C","C","C","B","B","B","D","A","C","C","B","B","A","B","A","C","D","B","D","A","C","D","D","A","B","C","D","C","D","C","C","C","\C_IMAGES\200286_00_1_p1.TIF"
000159,1,1048686,"200287","B","B","D","C","D","B","D","D","A","C","B","C","C","B","D","C","A","B","B","D","A","C","A","C","D","C","D","D","B","C","C","A","C","D","C","B","D","C","A","C","\C_IMAGES\200287_00_1_p1.TIF"
000160,1,1048686,"200288","D","A","A","C","A","A","B","D","B","C","A","A","D","A","D","C","D","A","B","A","C","C","A","B","D","B","B","A","D","B","C","A","C","A","D","B","C","C","C","C","\C_IMAGES\200288_00_1_p1.TIF"
000161,1,1048686,"200289","A","A","A","D","C","B","B","D","C","C","B","C","C","B","B","C","A","C","A","B","C","D","D","B","C","B","A","A","A","D","C","A","C","C","D","B","A","C","B","A","\C_IMAGES\200289_00_1_p1.TIF"
000162,1,1048686,"200291","A","A","D","D","D","C","B","D","C","C","C","C","C","C","B","A","D","C","B","B","C","D","A","B","B","B","A","A","A","D","C","A","C","C","D","B","A","C","B","A","\C_IMAGES\200291_00_1_p1.TIF"
000163,1,1048686,"200292","D","A","D","A","D","C","B","D","C","C","C","B","C","B","D","A","D","C","B","B","C","A","A","D","B","C","A","A","B","D","C","A","B","D","D","D","A","C","C","B","\C_IMAGES\200292_00_1_p1.TIF"
000164,1,1048686,"200293","C","A","D","D","C","C","B","C","C","C","D","C","B","B","D","C","C","C","A","B","A","B","A","C","D","B","D","B","D","C","D","B","B","C","C","C","C","D","B","C","\C_IMAGES\200293_00_1_p1.TIF"
000165,1,1048686,"200294","A","A","C","A","C","C","B","D","C","C","C","C","C","A","D","C","D","C","B","B","A","A","A","C","A","B","D","A","B","D","D","A","C","C","B","C","D","D","D","C","\C_IMAGES\200294_00_1_p1.TIF"
000166,1,1048686,"200295","A","B","C","D","C","C","B","D","C","C","C","C","C","B","D","A","A","C","B","B","A","A","A","C","D","B","D","A","B","D","B","A","C","C","D","C","D","D","D","C","\C_IMAGES\200295_00_1_p1.TIF"
000211,1,1048774,"200296","A","A","D","D","C","C","C","D","C","A","A","C","C","D","D","C","D","A","D","A","C","C","A","D","D","B","D","D","B","D","D","A","C","C","A","B","C","C","D","C","\C_IMAGES\200296_00_1_p1.TIF"
000212,1,1048774,"200297","A","A","C","A","D","C","B","D","C","C","A","C","C","B","D","C","D","B","D","B","C","D","D","C","D","B","A","A","B","B","C","A","C","D","A","B","C","B","B","B","\C_IMAGES\200297_00_1_p1.TIF"
000213,1,1048774,"200298","A","B","D","*","C","C","B","D","C","C","A","C","C","B","D","C","A","A","B","B","C","D","A","D","D","C","A","A","B","B","C","A","C","D","D","B","C","B","B","B","\C_IMAGES\200298_00_1_p1.TIF"
000214,1,1048774,"200299","A","C","A","A","C","C","B","D","C","C","A","C","A","B","B","A","D","C","B","B","A","D","A","C","D","B","A","A","A","D","D","A","C","D","A","B","C","D","B","B","\C_IMAGES\200299_00_1_p1.TIF"
000215,1,1048774,"200300","C","A","B","D","A","B","B","D","C","B","C","C","C","B","B","C","D","D","B","D","A","B","A","C","C","C","D","A","A","D","D","A","C","D","A","A","C","B","D","C","\C_IMAGES\200300_00_1_p1.TIF"
000205,1,1048774,"200301","D","C","A","C","A","B","B","D","A","C","B","C","D","D","B","C","D","B","D","D","A","B","A","C","C","C","D","C","A","D","B","B","C","A","A","A","C","C","B","A","\C_IMAGES\200301_00_1_p1.TIF"
000206,1,1048774,"200302","A","B","A","A","A","C","C","D","D","D","B","C","D","B","A","C","C","D","D","A","C","B","C","C","D","D","D","A","B","B","A","A","B","C","D","D","C","C","A","C","\C_IMAGES\200302_00_1_p1.TIF"
000207,1,1048774,"200303","A","A","A","A","D","C","B","D","D","C","D","C","C","B","D","C","D","B","D","B","B","D","D","C","D","B","A","A","B","B","C","A","C","D","A","D","C","C","B","B","\C_IMAGES\200303_00_1_p1.TIF"
000208,1,1048774,"200304","A","A","B","D","C","B","D","C","B","C","B","C","B","A","D","B","D","C","A","A","B","C","A","B","D","A","D","A","A","C","A","A","B","C","D","B","C","D","A","C","\C_IMAGES\200304_00_1_p1.TIF"
000209,1,1048774,"200305","A","A","A","D","C","C","B","D","C","C","B","C","C","B","D","A","D","C","B","A","A","C","A","C","D","B","A","A","A","D","B","A","C","C","D","B","C","C","D","C","\C_IMAGES\200305_00_1_p1.TIF"
000210,1,1048774,"200306","A","A","B","C","A","C","B","D","C","C","D","C","C","B","D","C","D","D","B","B","D","D","C","C","D","C","D","A","B","C","B","A","C","B","A","D","C","C","D","D","\C_IMAGES\200306_00_1_p1.TIF"
000116,1,1048686,"200307","D","C","B","C","A","D","A","C","B","D","B","C","A","D","B","C","C","D","B","B","B","D","C","B","C","B","C","C","A","D","D","A","C","D","A","A","C","C","C","C","\C_IMAGES\200307_00_1_p1.TIF"
000117,1,1048686,"200308","A","D","A","C","C","B","A","D","C","C","A","C","C","D","D","C","D","A","B","D","A","C","A","C","D","B","A","*","A","D","C","A","C","C","C","B","D","A","C","D","\C_IMAGES\200308_00_1_p1.TIF"
000118,1,1048686,"200309","A","A","A","D","C","C","B","D","C","C","B","C","C","B","D","A","D","C","B","B","A","C","A","C","B","D","A","A","A","D","B","A","C","B","B","B","C","C","D","C","\C_IMAGES\200309_00_1_p1.TIF"
000119,1,1048686,"200310","A","A","A","D","C","C","B","D","C","C","B","C","C","B","D","A","D","C","B","B","A","C","A","C","B","B","A","A","A","D","B","A","C","C","B","B","C","C","D","C","\C_IMAGES\200310_00_1_p1.TIF"
000120,1,1048686,"200311","A","A","A","D","C","C","B","D","C","C","B","C","C","B","D","A","D","C","B","B","A","C","A","C","D","B","A","A","A","D","B","A","C","C","B","B","C","C","D","C","\C_IMAGES\200311_00_1_p1.TIF"
000121,1,1048686,"200312","A","A","A","A","A","B","B","C","B","D","D","A","C","B","D","C","D","A","A","B","C","D","C","C","B","C","B","C","B","B","C","A","C","B","D","B","A","C","B","B","\C_IMAGES\200312_00_1_p1.TIF"
000110,1,1048686,"200313","A","B","B","A","A","B","B","D","C","C","B","C","C","B","D","C","A","A","B","B","A","D","A","B","D","A","C","C","A","D","D","A","C","","A","A","C","C","C","C","\C_IMAGES\200313_00_1_p1.TIF"
000111,1,1048686,"200314","B","C","B","D","C","A","C","B","B","C","B","C","C","D","B","B","C","D","C","A","C","C","B","B","D","C","D","B","C","B","B","C","B","D","C","B","C","D","C","C","\C_IMAGES\200314_00_1_p1.TIF"
000112,1,1048686,"200315","A","A","A","D","C","C","B","D","C","C","B","C","C","B","D","C","C","C","B","D","A","D","C","C","B","A","C","A","C","D","B","A","A","A","D","B","C","A","D","C","\C_IMAGES\200315_00_1_p1.TIF"
000113,1,1048686,"200316","A","A","A","A","B","B","A","C","D","C","B","C","D","A","D","A","D","B","B","C","A","B","A","A","B","A","B","B","C","D","B","B","C","B","D","A","C","B","C","C","\C_IMAGES\200316_00_1_p1.TIF"
000114,1,1048686,"200317","A","A","A","A","B","B","A","C","D","C","B","C","D","A","D","A","D","B","B","C","A","B","A","A","B","A","B","B","C","D","B","B","C","B","D","A","C","B","C","C","\C_IMAGES\200317_00_1_p1.TIF"
000115,1,1048686,"200318","B","B","D","C","A","C","D","D","C","C","B","C","C","B","D","C","D","A","B","D","B","C","D","C","D","B","A","D","B","D","C","A","C","B","A","C","D","D","A","B","\C_IMAGES\200318_00_1_p1.TIF"
000127,1,1048686,"200319","A","A","A","D","C","C","B","D","B","C","B","C","C","B","B","C","D","C","A","B","A","C","A","A","D","C","C","A","B","D","D","A","C","B","D","A","C","C","D","C","\C_IMAGES\200319_00_1_p1.TIF"
000126,1,1048686,"200320","A","A","A","C","D","C","B","D","C","C","B","C","C","B","D","A","D","C","B","B","A","C","A","C","D","B","A","A","A","D","B","A","C","C","B","B","C","C","D","C","\C_IMAGES\200320_00_1_p1.TIF"
000125,1,1048686,"200321","A","B","D","D","A","C","B","D","C","C","B","C","B","D","B","C","D","B","B","B","C","A","A","C","D","C","A","D","A","D","B","B","C","D","B","C","C","A","C","A","\C_IMAGES\200321_00_1_p1.TIF"
000124,1,1048686,"200322","A","A","A","A","D","B","B","D","C","C","A","C","C","B","B","A","D","C","B","B","A","D","A","A","D","A","C","A","B","D","C","A","C","D","C","A","D","C","C","C","\C_IMAGES\200322_00_1_p1.TIF"
000123,1,1048686,"200323","A","A","C","A","D","C","B","D","C","C","A","C","C","B","B","A","D","C","B","B","A","D","A","A","D","A","C","A","B","D","C","A","C","D","C","A","D","C","C","C","\C_IMAGES\200323_00_1_p1.TIF"
000122,1,1048686,"200324","A","A","C","A","D","C","B","D","C","C","A","C","C","B","B","A","D","C","B","B","A","D","A","A","D","A","C","A","B","D","C","A","C","D","C","A","D","C","C","C","\C_IMAGES\200324_00_1_p1.TIF"
